*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 21 2024 21:50:18
*************************************************
parsing config file: /home/shichen/os/compile-time-prefetcher-classification/ChampSim/config/spp_dev2.ini

trace_0 /home/shichen/os/compile-time-prefetcher-classification/ChampSim/traces/607.cactuBSSN_s-4004B.champsimtrace.xz
Core_0_LLC_acc_level_8 5015
Core_0_LLC_acc_level_9 65811

Core_0_major_page_fault 0
Core_0_minor_page_fault 15072

spp.pref.total 55376675
spp.pref.at_L2 3843512
spp.pref.at_LLC 51533163

spp.depth.max 10
spp.depth.min 0
spp.depth.avg 1

spp.breadth.max 2
spp.breadth.min 0
spp.breadth.avg 0

delta_1 29415513
delta_-21 11371941
delta_-22 10122341
delta_22 9907468
delta_21 6214081
delta_15 5308436
delta_43 4076202
delta_11 3523473
delta_5 3085109
delta_-1 2307798
delta_17 1731044
delta_-43 1678817
delta_-57 916370
delta_2 880787
delta_42 599471
delta_44 377212
delta_-2 342213
delta_-44 331406
delta_-42 183552
delta_7 49505
delta_-7 38514
delta_14 23835
delta_8 22358
delta_-8 13099
delta_-15 12205
delta_-14 8367
delta_23 8324
delta_-29 5254
delta_-6 4275
delta_29 3553
delta_-13 2937
delta_-20 2827
delta_6 1869
delta_9 1696
delta_-28 1492
delta_13 1130
delta_4 962
delta_49 933
delta_28 743
delta_50 450
delta_-49 297
delta_57 167
delta_-16 154
delta_27 133
delta_20 124
delta_-30 103
delta_-23 100
delta_-12 99
delta_-50 83
delta_-27 48
delta_-26 43
delta_-4 32
delta_-41 30
delta_41 26
delta_-11 15
delta_36 13
delta_16 6
delta_-35 3
delta_10 1
delta_-10 1

depth_1_delta_1 13716185
depth_1_delta_-21 6557453
depth_1_delta_-22 5765171
depth_1_delta_15 5308030
depth_1_delta_22 4483364
depth_1_delta_21 3888012
depth_1_delta_43 2507037
depth_1_delta_-1 1532163
depth_1_delta_-43 1254066
depth_1_delta_5 1035808
depth_1_delta_11 1008613
depth_1_delta_17 893365
depth_1_delta_2 877633
depth_1_delta_-57 555554
depth_1_delta_42 316589
depth_1_delta_44 288860
depth_1_delta_-44 253039
depth_1_delta_-42 172344
depth_1_delta_-2 129532
depth_1_delta_7 48611
depth_1_delta_-7 35791
depth_1_delta_14 22529
depth_1_delta_8 21922
depth_1_delta_-8 13005
depth_1_delta_-15 11662
depth_1_delta_-14 8129
depth_1_delta_23 4789
depth_1_delta_-29 4331
depth_1_delta_29 3534
depth_1_delta_-6 3433
depth_1_delta_-20 2447
depth_1_delta_6 1863
depth_1_delta_-28 1124
depth_1_delta_13 1105
depth_1_delta_4 962
depth_1_delta_49 705
depth_1_delta_28 498
depth_1_delta_-13 346
depth_1_delta_-49 289
depth_1_delta_50 286
depth_1_delta_9 277
depth_1_delta_-16 154
depth_1_delta_27 131
depth_1_delta_20 115
depth_1_delta_-30 103
depth_1_delta_-12 99
depth_1_delta_-23 97
depth_1_delta_57 96
depth_1_delta_-50 83
depth_1_delta_-27 48
depth_1_delta_-26 43
depth_1_delta_-4 32
depth_1_delta_-41 30
depth_1_delta_41 26
depth_1_delta_-11 15
depth_1_delta_36 13
depth_1_delta_16 6
depth_1_delta_-35 3
depth_1_delta_-10 1
depth_1_delta_10 1
depth_2_delta_1 9726423
depth_2_delta_22 4413079
depth_2_delta_-21 3497318
depth_2_delta_-22 3074528
depth_2_delta_21 1658442
depth_2_delta_43 1176866
depth_2_delta_11 911305
depth_2_delta_5 881024
depth_2_delta_17 766158
depth_2_delta_-1 493073
depth_2_delta_-43 396949
depth_2_delta_-57 358141
depth_2_delta_42 239157
depth_2_delta_-2 110890
depth_2_delta_44 87567
depth_2_delta_-44 76244
depth_2_delta_-42 11123
depth_2_delta_23 3533
depth_2_delta_2 3152
depth_2_delta_-7 2704
depth_2_delta_-13 2591
depth_2_delta_9 1419
depth_2_delta_14 1306
depth_2_delta_-29 898
depth_2_delta_7 892
depth_2_delta_-6 830
depth_2_delta_-15 543
depth_2_delta_8 419
depth_2_delta_15 406
depth_2_delta_-20 380
depth_2_delta_-28 305
depth_2_delta_-14 229
depth_2_delta_49 222
depth_2_delta_28 221
depth_2_delta_50 160
depth_2_delta_-8 94
depth_2_delta_57 62
depth_2_delta_13 24
depth_2_delta_29 19
depth_2_delta_20 9
depth_2_delta_-49 8
depth_2_delta_6 6
depth_2_delta_-23 3
depth_2_delta_27 2
depth_3_delta_1 4288183
depth_3_delta_-21 1192585
depth_3_delta_-22 1027824
depth_3_delta_11 859977
depth_3_delta_22 843923
depth_3_delta_5 838713
depth_3_delta_21 534168
depth_3_delta_43 321175
depth_3_delta_-1 209952
depth_3_delta_-2 75572
depth_3_delta_17 71412
depth_3_delta_42 43450
depth_3_delta_-43 27150
depth_3_delta_-57 2672
depth_3_delta_-44 2110
depth_3_delta_44 784
depth_3_delta_-42 85
depth_3_delta_-28 58
depth_3_delta_-29 25
depth_3_delta_-7 19
depth_3_delta_28 18
depth_3_delta_8 17
depth_3_delta_-6 12
depth_3_delta_-14 9
depth_3_delta_57 9
depth_3_delta_49 6
depth_3_delta_50 4
depth_3_delta_23 2
depth_3_delta_2 2
depth_3_delta_7 2
depth_3_delta_13 1
depth_4_delta_1 1430061
depth_4_delta_11 743578
depth_4_delta_5 322980
depth_4_delta_-22 239169
depth_4_delta_22 149271
depth_4_delta_21 125755
depth_4_delta_-21 114957
depth_4_delta_43 70525
depth_4_delta_-1 62879
depth_4_delta_-2 24954
depth_4_delta_-43 649
depth_4_delta_42 275
depth_4_delta_17 109
depth_4_delta_-44 13
depth_4_delta_28 6
depth_4_delta_-28 4
depth_4_delta_-57 3
depth_4_delta_44 1
depth_5_delta_1 253036
depth_5_delta_22 17687
depth_5_delta_-22 15475
depth_5_delta_-1 9716
depth_5_delta_-21 9432
depth_5_delta_21 7508
depth_5_delta_5 6550
depth_5_delta_-2 1252
depth_5_delta_43 591
depth_5_delta_-43 3
depth_5_delta_-28 1
depth_6_delta_1 1183
depth_6_delta_-21 196
depth_6_delta_21 193
depth_6_delta_-22 174
depth_6_delta_22 144
depth_6_delta_5 34
depth_6_delta_-1 15
depth_6_delta_-2 13
depth_6_delta_43 8
depth_7_delta_1 256
depth_7_delta_21 3
depth_8_delta_1 135
depth_9_delta_1 50
depth_10_delta_1 1

Channel_0_RQ_row_buffer_hit 834539
Channel_0_RQ_row_buffer_miss 501735
Channel_0_WQ_row_buffer_hit 99630
Channel_0_WQ_row_buffer_miss 195420
Channel_0_WQ_full 0
Channel_0_dbus_congested 284885

avg_congested_cycle 8

DRAM_bw_pochs 2004782
DRAM_bw_level_0 1823611
DRAM_bw_level_1 105036
DRAM_bw_level_2 50042
DRAM_bw_level_3 26093
