*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 21 2024 21:50:18
*************************************************
parsing config file: /home/shichen/os/compile-time-prefetcher-classification/ChampSim/config/spp_dev2.ini

trace_0 /home/shichen/os/compile-time-prefetcher-classification/ChampSim/traces/462.libquantum-1343B.champsimtrace.xz
Core_0_LLC_acc_level_9 6476

Core_0_major_page_fault 0
Core_0_minor_page_fault 8200

spp.pref.total 110008616
spp.pref.at_L2 11151886
spp.pref.at_LLC 98856730

spp.depth.max 11
spp.depth.min 0
spp.depth.avg 7

spp.breadth.max 1
spp.breadth.min 0
spp.breadth.avg 0

delta_1 111180138

depth_1_delta_1 15026935
depth_2_delta_1 14788365
depth_3_delta_1 14549841
depth_4_delta_1 14311316
depth_5_delta_1 14072789
depth_6_delta_1 12136919
depth_7_delta_1 10196801
depth_8_delta_1 9444043
depth_9_delta_1 4950284
depth_10_delta_1 1671776
depth_11_delta_1 31069

Channel_0_RQ_row_buffer_hit 6104421
Channel_0_RQ_row_buffer_miss 6632548
Channel_0_WQ_row_buffer_hit 1143931
Channel_0_WQ_row_buffer_miss 3881496
Channel_0_WQ_full 0
Channel_0_dbus_congested 12698403

avg_congested_cycle 11

DRAM_bw_pochs 3355859
DRAM_bw_level_0 994668
DRAM_bw_level_1 1330649
DRAM_bw_level_2 854391
DRAM_bw_level_3 176151
